image_path,label,training_allocation
cifar-10/cat/16117_cat.png,cat,train
cifar-10/ship/33297_ship.png,ship,train
cifar-10/airplane/01085_airplane.png,airplane,train
cifar-10/horse/32222_horse.png,horse,train
cifar-10/horse/31414_horse.png,horse,train
cifar-10/airplane/02774_airplane.png,airplane,train
cifar-10/airplane/03135_airplane.png,airplane,train
cifar-10/airplane/02385_airplane.png,airplane,train
cifar-10/ship/33405_ship.png,ship,train
cifar-10/cat/12324_cat.png,cat,train
cifar-10/deer/18044_deer.png,deer,train
cifar-10/dog/24626_dog.png,dog,train
cifar-10/frog/26913_frog.png,frog,train
cifar-10/horse/31396_horse.png,horse,train
cifar-10/frog/24667_frog.png,frog,train
cifar-10/frog/28330_frog.png,frog,train
cifar-10/frog/27949_frog.png,frog,train
cifar-10/airplane/00043_airplane.png,airplane,train
cifar-10/truck/39509_truck.png,truck,train
cifar-10/frog/28464_frog.png,frog,train
cifar-10/dog/23599_dog.png,dog,train
cifar-10/ship/34766_ship.png,ship,train
cifar-10/truck/37541_truck.png,truck,train
cifar-10/horse/30101_horse.png,horse,train
cifar-10/dog/23861_dog.png,dog,train
cifar-10/truck/39849_truck.png,truck,train
cifar-10/deer/19171_deer.png,deer,train
cifar-10/cat/14819_cat.png,cat,train
cifar-10/horse/28954_horse.png,horse,train
cifar-10/horse/30565_horse.png,horse,train
cifar-10/frog/25554_frog.png,frog,train
cifar-10/airplane/04006_airplane.png,airplane,train
cifar-10/airplane/01117_airplane.png,airplane,train
cifar-10/truck/41068_truck.png,truck,train
cifar-10/frog/28001_frog.png,frog,train
cifar-10/airplane/00040_airplane.png,airplane,train
cifar-10/frog/28135_frog.png,frog,train
cifar-10/truck/40694_truck.png,truck,train
cifar-10/cat/12658_cat.png,cat,train
cifar-10/ship/34311_ship.png,ship,train
cifar-10/frog/27699_frog.png,frog,train
cifar-10/frog/27091_frog.png,frog,train
cifar-10/airplane/03645_airplane.png,airplane,train
cifar-10/truck/40706_truck.png,truck,train
cifar-10/airplane/03495_airplane.png,airplane,train
cifar-10/deer/17107_deer.png,deer,train
cifar-10/truck/37959_truck.png,truck,train
cifar-10/horse/28803_horse.png,horse,train
cifar-10/deer/18538_deer.png,deer,train
cifar-10/frog/27778_frog.png,frog,train
cifar-10/automobile/05649_automobile.png,automobile,train
cifar-10/frog/26531_frog.png,frog,train
cifar-10/ship/33312_ship.png,ship,train
cifar-10/deer/17946_deer.png,deer,train
cifar-10/ship/34800_ship.png,ship,train
cifar-10/cat/15496_cat.png,cat,train
cifar-10/frog/27899_frog.png,frog,train
cifar-10/horse/30793_horse.png,horse,train
cifar-10/automobile/04607_automobile.png,automobile,train
cifar-10/horse/30341_horse.png,horse,train
cifar-10/horse/32724_horse.png,horse,train
cifar-10/cat/15339_cat.png,cat,train
cifar-10/bird/11956_bird.png,bird,train
cifar-10/ship/36989_ship.png,ship,train
cifar-10/bird/10682_bird.png,bird,train
cifar-10/horse/29048_horse.png,horse,train
cifar-10/bird/09348_bird.png,bird,train
cifar-10/deer/20046_deer.png,deer,train
cifar-10/cat/14544_cat.png,cat,train
cifar-10/frog/27515_frog.png,frog,train
cifar-10/airplane/03225_airplane.png,airplane,train
cifar-10/airplane/00139_airplane.png,airplane,train
cifar-10/dog/20552_dog.png,dog,train
cifar-10/deer/19630_deer.png,deer,train
cifar-10/ship/33988_ship.png,ship,train
cifar-10/cat/13511_cat.png,cat,train
cifar-10/frog/27305_frog.png,frog,train
cifar-10/ship/36915_ship.png,ship,train
cifar-10/horse/29963_horse.png,horse,train
cifar-10/truck/39675_truck.png,truck,train
cifar-10/automobile/04273_automobile.png,automobile,train
cifar-10/frog/28631_frog.png,frog,train
cifar-10/frog/26516_frog.png,frog,train
cifar-10/deer/16542_deer.png,deer,train
cifar-10/ship/34178_ship.png,ship,train
cifar-10/deer/17632_deer.png,deer,train
cifar-10/automobile/06680_automobile.png,automobile,train
cifar-10/ship/33309_ship.png,ship,train
cifar-10/airplane/02984_airplane.png,airplane,train
cifar-10/dog/22069_dog.png,dog,train
cifar-10/bird/10084_bird.png,bird,train
cifar-10/horse/29150_horse.png,horse,train
cifar-10/deer/19650_deer.png,deer,train
cifar-10/deer/19179_deer.png,deer,train
cifar-10/bird/10096_bird.png,bird,train
cifar-10/airplane/03395_airplane.png,airplane,train
cifar-10/bird/08988_bird.png,bird,train
cifar-10/horse/29458_horse.png,horse,train
cifar-10/automobile/06886_automobile.png,automobile,train
cifar-10/frog/27433_frog.png,frog,train
cifar-10/bird/11337_bird.png,bird,train
cifar-10/dog/22121_dog.png,dog,train
cifar-10/airplane/01475_airplane.png,airplane,train
cifar-10/dog/20614_dog.png,dog,train
cifar-10/deer/17870_deer.png,deer,train
cifar-10/frog/26771_frog.png,frog,train
cifar-10/truck/39087_truck.png,truck,train
cifar-10/bird/10883_bird.png,bird,train
cifar-10/truck/37625_truck.png,truck,train
cifar-10/truck/37471_truck.png,truck,train
cifar-10/frog/28176_frog.png,frog,train
cifar-10/cat/14682_cat.png,cat,train
cifar-10/bird/11122_bird.png,bird,train
cifar-10/airplane/03106_airplane.png,airplane,train
cifar-10/truck/40842_truck.png,truck,train
cifar-10/automobile/07768_automobile.png,automobile,train
cifar-10/deer/20232_deer.png,deer,train
cifar-10/horse/30596_horse.png,horse,train
cifar-10/airplane/01768_airplane.png,airplane,train
cifar-10/frog/28108_frog.png,frog,train
cifar-10/ship/36278_ship.png,ship,train
cifar-10/truck/40686_truck.png,truck,train
cifar-10/dog/23412_dog.png,dog,train
cifar-10/frog/26817_frog.png,frog,train
cifar-10/ship/36899_ship.png,ship,train
cifar-10/dog/23609_dog.png,dog,train
cifar-10/truck/40962_truck.png,truck,train
cifar-10/bird/09635_bird.png,bird,train
cifar-10/bird/08580_bird.png,bird,train
cifar-10/dog/21121_dog.png,dog,train
cifar-10/deer/16704_deer.png,deer,train
cifar-10/truck/39073_truck.png,truck,train
cifar-10/dog/21193_dog.png,dog,train
cifar-10/airplane/01394_airplane.png,airplane,train
cifar-10/horse/31687_horse.png,horse,train
cifar-10/deer/16498_deer.png,deer,train
cifar-10/automobile/07007_automobile.png,automobile,train
cifar-10/cat/14880_cat.png,cat,train
cifar-10/frog/24870_frog.png,frog,train
cifar-10/airplane/00997_airplane.png,airplane,train
cifar-10/deer/17432_deer.png,deer,train
cifar-10/automobile/07271_automobile.png,automobile,train
cifar-10/ship/34238_ship.png,ship,train
cifar-10/deer/18600_deer.png,deer,train
cifar-10/horse/31637_horse.png,horse,train
cifar-10/cat/15705_cat.png,cat,train
cifar-10/frog/25912_frog.png,frog,train
cifar-10/dog/23178_dog.png,dog,train
cifar-10/cat/14131_cat.png,cat,train
cifar-10/frog/26583_frog.png,frog,train
cifar-10/truck/37886_truck.png,truck,train
cifar-10/bird/08616_bird.png,bird,train
cifar-10/truck/39197_truck.png,truck,train
cifar-10/ship/36271_ship.png,ship,train
cifar-10/frog/25453_frog.png,frog,train
cifar-10/frog/25853_frog.png,frog,train
cifar-10/dog/20757_dog.png,dog,train
cifar-10/bird/12101_bird.png,bird,train
cifar-10/automobile/06802_automobile.png,automobile,train
cifar-10/frog/27163_frog.png,frog,train
cifar-10/cat/13298_cat.png,cat,train
cifar-10/cat/13536_cat.png,cat,train
cifar-10/ship/36256_ship.png,ship,train
cifar-10/ship/36972_ship.png,ship,train
cifar-10/truck/39880_truck.png,truck,train
cifar-10/deer/19608_deer.png,deer,train
cifar-10/airplane/03486_airplane.png,airplane,train
cifar-10/frog/28036_frog.png,frog,train
cifar-10/ship/33368_ship.png,ship,train
cifar-10/airplane/03778_airplane.png,airplane,train
cifar-10/ship/36467_ship.png,ship,train
cifar-10/airplane/02834_airplane.png,airplane,train
cifar-10/ship/35663_ship.png,ship,train
cifar-10/ship/36405_ship.png,ship,train
cifar-10/cat/14701_cat.png,cat,train
cifar-10/horse/29946_horse.png,horse,train
cifar-10/automobile/06813_automobile.png,automobile,train
cifar-10/truck/40289_truck.png,truck,train
cifar-10/cat/12577_cat.png,cat,train
cifar-10/horse/29163_horse.png,horse,train
cifar-10/ship/34473_ship.png,ship,train
cifar-10/dog/20903_dog.png,dog,train
cifar-10/airplane/00227_airplane.png,airplane,train
cifar-10/deer/19139_deer.png,deer,train
cifar-10/automobile/04551_automobile.png,automobile,train
cifar-10/truck/39812_truck.png,truck,train
cifar-10/bird/12248_bird.png,bird,train
cifar-10/automobile/06150_automobile.png,automobile,train
cifar-10/ship/35799_ship.png,ship,train
cifar-10/cat/14417_cat.png,cat,train
cifar-10/truck/40702_truck.png,truck,train
cifar-10/dog/22910_dog.png,dog,train
cifar-10/horse/30155_horse.png,horse,train
cifar-10/truck/39425_truck.png,truck,train
cifar-10/ship/35901_ship.png,ship,train
cifar-10/airplane/02771_airplane.png,airplane,train
cifar-10/horse/30767_horse.png,horse,train
cifar-10/frog/28732_frog.png,frog,train
cifar-10/horse/31082_horse.png,horse,train
cifar-10/cat/12460_cat.png,cat,train
cifar-10/deer/19173_deer.png,deer,train
cifar-10/dog/22029_dog.png,dog,train
cifar-10/airplane/03694_airplane.png,airplane,train
cifar-10/airplane/00375_airplane.png,airplane,train
cifar-10/cat/14999_cat.png,cat,train
cifar-10/deer/17923_deer.png,deer,train
cifar-10/automobile/06853_automobile.png,automobile,train
cifar-10/automobile/06763_automobile.png,automobile,train
cifar-10/cat/12647_cat.png,cat,train
cifar-10/airplane/03276_airplane.png,airplane,train
cifar-10/ship/35942_ship.png,ship,train
cifar-10/horse/32539_horse.png,horse,train
cifar-10/cat/14734_cat.png,cat,train
cifar-10/automobile/06244_automobile.png,automobile,train
cifar-10/truck/37728_truck.png,truck,train
cifar-10/deer/19095_deer.png,deer,train
cifar-10/cat/15278_cat.png,cat,train
cifar-10/airplane/00659_airplane.png,airplane,train
cifar-10/ship/34431_ship.png,ship,train
cifar-10/truck/38075_truck.png,truck,train
cifar-10/ship/35288_ship.png,ship,train
cifar-10/horse/30317_horse.png,horse,train
cifar-10/dog/22393_dog.png,dog,train
cifar-10/frog/25130_frog.png,frog,train
cifar-10/horse/29724_horse.png,horse,train
cifar-10/ship/35437_ship.png,ship,train
cifar-10/frog/24847_frog.png,frog,train
cifar-10/truck/37235_truck.png,truck,train
cifar-10/truck/39832_truck.png,truck,train
cifar-10/ship/33706_ship.png,ship,train
cifar-10/horse/29627_horse.png,horse,train
cifar-10/bird/10584_bird.png,bird,train
cifar-10/automobile/07227_automobile.png,automobile,train
cifar-10/cat/12389_cat.png,cat,train
cifar-10/dog/21252_dog.png,dog,train
cifar-10/cat/15433_cat.png,cat,train
cifar-10/bird/10051_bird.png,bird,train
cifar-10/truck/37438_truck.png,truck,train
cifar-10/ship/34797_ship.png,ship,train
cifar-10/dog/22708_dog.png,dog,train
cifar-10/truck/39304_truck.png,truck,train
cifar-10/truck/37656_truck.png,truck,train
cifar-10/cat/15019_cat.png,cat,train
cifar-10/frog/28098_frog.png,frog,train
cifar-10/dog/23627_dog.png,dog,train
cifar-10/deer/16451_deer.png,deer,train
cifar-10/frog/28104_frog.png,frog,train
cifar-10/automobile/04480_automobile.png,automobile,train
cifar-10/truck/38896_truck.png,truck,train
cifar-10/automobile/05665_automobile.png,automobile,train
cifar-10/ship/36687_ship.png,ship,train
cifar-10/dog/20844_dog.png,dog,train
cifar-10/airplane/00110_airplane.png,airplane,train
cifar-10/airplane/01474_airplane.png,airplane,train
cifar-10/horse/31029_horse.png,horse,train
cifar-10/airplane/01415_airplane.png,airplane,train
cifar-10/truck/37279_truck.png,truck,train
cifar-10/automobile/07360_automobile.png,automobile,train
cifar-10/frog/26891_frog.png,frog,train
cifar-10/automobile/05246_automobile.png,automobile,train
cifar-10/bird/09444_bird.png,bird,train
cifar-10/ship/35011_ship.png,ship,train
cifar-10/cat/12390_cat.png,cat,train
cifar-10/airplane/02419_airplane.png,airplane,train
cifar-10/deer/17474_deer.png,deer,train
cifar-10/cat/14268_cat.png,cat,train
cifar-10/bird/08546_bird.png,bird,train
cifar-10/ship/33445_ship.png,ship,train
cifar-10/bird/09263_bird.png,bird,train
cifar-10/dog/24331_dog.png,dog,train
cifar-10/automobile/06084_automobile.png,automobile,train
cifar-10/airplane/02256_airplane.png,airplane,train
cifar-10/truck/40175_truck.png,truck,train
cifar-10/automobile/04442_automobile.png,automobile,train
cifar-10/frog/24890_frog.png,frog,train
cifar-10/bird/08926_bird.png,bird,train
cifar-10/ship/34651_ship.png,ship,train
cifar-10/deer/16661_deer.png,deer,train
cifar-10/deer/20425_deer.png,deer,train
cifar-10/frog/25382_frog.png,frog,train
cifar-10/frog/28623_frog.png,frog,train
cifar-10/frog/28580_frog.png,frog,train
cifar-10/ship/36288_ship.png,ship,train
cifar-10/horse/31156_horse.png,horse,train
cifar-10/ship/33118_ship.png,ship,train
cifar-10/ship/34980_ship.png,ship,train
cifar-10/horse/28798_horse.png,horse,train
cifar-10/horse/31791_horse.png,horse,train
cifar-10/dog/22340_dog.png,dog,train
cifar-10/truck/38475_truck.png,truck,train
cifar-10/bird/09833_bird.png,bird,train
cifar-10/dog/24137_dog.png,dog,train
cifar-10/bird/08827_bird.png,bird,train
cifar-10/ship/33714_ship.png,ship,train
cifar-10/cat/12426_cat.png,cat,train
cifar-10/ship/36553_ship.png,ship,train
cifar-10/truck/40977_truck.png,truck,train
cifar-10/ship/36319_ship.png,ship,train
cifar-10/bird/08236_bird.png,bird,train
cifar-10/dog/21781_dog.png,dog,train
cifar-10/truck/38093_truck.png,truck,train
cifar-10/frog/28524_frog.png,frog,train
cifar-10/bird/11309_bird.png,bird,train
cifar-10/truck/40025_truck.png,truck,train
cifar-10/horse/29971_horse.png,horse,train
cifar-10/truck/38351_truck.png,truck,train
cifar-10/horse/32012_horse.png,horse,train
cifar-10/dog/23996_dog.png,dog,train
cifar-10/bird/12011_bird.png,bird,train
cifar-10/cat/12646_cat.png,cat,train
cifar-10/automobile/04915_automobile.png,automobile,train
cifar-10/deer/18683_deer.png,deer,train
cifar-10/deer/19203_deer.png,deer,train
cifar-10/frog/25588_frog.png,frog,train
cifar-10/dog/22601_dog.png,dog,train
cifar-10/automobile/04989_automobile.png,automobile,train
cifar-10/airplane/01568_airplane.png,airplane,train
cifar-10/bird/11558_bird.png,bird,train
cifar-10/deer/17290_deer.png,deer,train
cifar-10/truck/40711_truck.png,truck,train
cifar-10/automobile/06393_automobile.png,automobile,train
cifar-10/airplane/01503_airplane.png,airplane,train
cifar-10/dog/22595_dog.png,dog,train
cifar-10/dog/24140_dog.png,dog,train
cifar-10/dog/22781_dog.png,dog,train
cifar-10/airplane/02116_airplane.png,airplane,train
cifar-10/bird/09784_bird.png,bird,train
cifar-10/truck/40768_truck.png,truck,train
cifar-10/dog/22750_dog.png,dog,train
cifar-10/airplane/03626_airplane.png,airplane,train
cifar-10/automobile/04832_automobile.png,automobile,train
cifar-10/deer/18443_deer.png,deer,train
cifar-10/truck/37316_truck.png,truck,train
cifar-10/horse/29781_horse.png,horse,train
cifar-10/horse/30301_horse.png,horse,train
cifar-10/automobile/05082_automobile.png,automobile,train
cifar-10/truck/39636_truck.png,truck,train
cifar-10/dog/22839_dog.png,dog,train
cifar-10/automobile/07243_automobile.png,automobile,train
cifar-10/bird/10222_bird.png,bird,train
cifar-10/frog/28612_frog.png,frog,train
cifar-10/ship/35781_ship.png,ship,train
cifar-10/deer/18974_deer.png,deer,train
cifar-10/cat/13550_cat.png,cat,train
cifar-10/dog/23751_dog.png,dog,train
cifar-10/automobile/05756_automobile.png,automobile,train
cifar-10/bird/09840_bird.png,bird,train
cifar-10/truck/39958_truck.png,truck,train
cifar-10/ship/35766_ship.png,ship,train
cifar-10/truck/39831_truck.png,truck,train
cifar-10/airplane/01938_airplane.png,airplane,train
cifar-10/bird/11252_bird.png,bird,train
cifar-10/ship/32980_ship.png,ship,train
cifar-10/bird/11419_bird.png,bird,train
cifar-10/dog/21097_dog.png,dog,train
cifar-10/dog/23416_dog.png,dog,train
cifar-10/truck/40802_truck.png,truck,train
cifar-10/horse/29051_horse.png,horse,train
cifar-10/truck/38926_truck.png,truck,train
cifar-10/horse/29454_horse.png,horse,train
cifar-10/truck/41019_truck.png,truck,train
cifar-10/deer/17166_deer.png,deer,train
cifar-10/ship/34271_ship.png,ship,train
cifar-10/cat/12506_cat.png,cat,train
cifar-10/automobile/08016_automobile.png,automobile,train
cifar-10/automobile/04619_automobile.png,automobile,train
cifar-10/truck/40987_truck.png,truck,train
cifar-10/ship/36800_ship.png,ship,train
cifar-10/horse/32319_horse.png,horse,train
cifar-10/frog/24808_frog.png,frog,train
cifar-10/bird/08230_bird.png,bird,train
cifar-10/automobile/07488_automobile.png,automobile,train
cifar-10/ship/34927_ship.png,ship,train
cifar-10/ship/32972_ship.png,ship,train
cifar-10/horse/30579_horse.png,horse,train
cifar-10/bird/10893_bird.png,bird,train
cifar-10/automobile/05064_automobile.png,automobile,train
cifar-10/bird/11219_bird.png,bird,train
cifar-10/horse/29719_horse.png,horse,train
cifar-10/dog/21973_dog.png,dog,train
cifar-10/dog/21943_dog.png,dog,train
cifar-10/frog/26588_frog.png,frog,train
cifar-10/automobile/05274_automobile.png,automobile,train
cifar-10/frog/27476_frog.png,frog,train
cifar-10/airplane/00260_airplane.png,airplane,train
cifar-10/airplane/02414_airplane.png,airplane,train
cifar-10/deer/16987_deer.png,deer,train
cifar-10/cat/15629_cat.png,cat,train
cifar-10/automobile/06671_automobile.png,automobile,train
cifar-10/deer/20325_deer.png,deer,train
cifar-10/ship/36515_ship.png,ship,train
cifar-10/airplane/02313_airplane.png,airplane,train
cifar-10/cat/16088_cat.png,cat,train
cifar-10/cat/15750_cat.png,cat,train
cifar-10/automobile/06328_automobile.png,automobile,train
cifar-10/frog/26241_frog.png,frog,train
cifar-10/horse/32687_horse.png,horse,train
cifar-10/cat/15114_cat.png,cat,train
cifar-10/ship/35951_ship.png,ship,train
cifar-10/horse/30652_horse.png,horse,train
cifar-10/dog/22156_dog.png,dog,train
cifar-10/bird/08796_bird.png,bird,train
cifar-10/bird/10503_bird.png,bird,train
cifar-10/horse/31386_horse.png,horse,train
cifar-10/horse/30777_horse.png,horse,train
cifar-10/airplane/03097_airplane.png,airplane,train
cifar-10/dog/21093_dog.png,dog,train
cifar-10/airplane/03438_airplane.png,airplane,train
cifar-10/cat/13518_cat.png,cat,train
cifar-10/airplane/01161_airplane.png,airplane,train
cifar-10/ship/34358_ship.png,ship,train
cifar-10/frog/26945_frog.png,frog,train
cifar-10/dog/22646_dog.png,dog,train
cifar-10/truck/40864_truck.png,truck,train
cifar-10/dog/22046_dog.png,dog,train
cifar-10/horse/32020_horse.png,horse,train
cifar-10/truck/40610_truck.png,truck,train
cifar-10/cat/14055_cat.png,cat,train
cifar-10/dog/22647_dog.png,dog,train
cifar-10/horse/30288_horse.png,horse,train
cifar-10/bird/08557_bird.png,bird,train
cifar-10/dog/24200_dog.png,dog,train
cifar-10/deer/17735_deer.png,deer,train
cifar-10/ship/34737_ship.png,ship,train
cifar-10/dog/21549_dog.png,dog,train
cifar-10/bird/11497_bird.png,bird,train
cifar-10/dog/24369_dog.png,dog,train
cifar-10/truck/38975_truck.png,truck,train
cifar-10/automobile/07681_automobile.png,automobile,train
cifar-10/automobile/07492_automobile.png,automobile,train
cifar-10/frog/27330_frog.png,frog,train
cifar-10/automobile/06694_automobile.png,automobile,train
cifar-10/cat/12980_cat.png,cat,train
cifar-10/ship/33274_ship.png,ship,train
cifar-10/truck/38091_truck.png,truck,train
cifar-10/truck/38786_truck.png,truck,train
cifar-10/frog/27169_frog.png,frog,train
cifar-10/frog/25013_frog.png,frog,train
cifar-10/cat/16136_cat.png,cat,train
cifar-10/dog/24075_dog.png,dog,train
cifar-10/automobile/06454_automobile.png,automobile,train
cifar-10/automobile/05137_automobile.png,automobile,train
cifar-10/cat/15364_cat.png,cat,train
cifar-10/horse/31531_horse.png,horse,train
cifar-10/deer/16787_deer.png,deer,train
cifar-10/ship/34378_ship.png,ship,train
cifar-10/dog/23690_dog.png,dog,train
cifar-10/ship/35242_ship.png,ship,train
cifar-10/automobile/07676_automobile.png,automobile,train
cifar-10/truck/37297_truck.png,truck,train
cifar-10/bird/08363_bird.png,bird,train
cifar-10/dog/24474_dog.png,dog,train
cifar-10/frog/27191_frog.png,frog,train
cifar-10/ship/33098_ship.png,ship,train
cifar-10/dog/20707_dog.png,dog,train
cifar-10/cat/15290_cat.png,cat,train
cifar-10/horse/31882_horse.png,horse,train
cifar-10/automobile/07747_automobile.png,automobile,train
cifar-10/truck/37108_truck.png,truck,train
cifar-10/bird/09604_bird.png,bird,train
cifar-10/automobile/07326_automobile.png,automobile,train
cifar-10/deer/18005_deer.png,deer,train
cifar-10/frog/27760_frog.png,frog,train
cifar-10/ship/35393_ship.png,ship,train
cifar-10/automobile/06113_automobile.png,automobile,train
cifar-10/frog/26364_frog.png,frog,train
cifar-10/automobile/05931_automobile.png,automobile,train
cifar-10/dog/22609_dog.png,dog,train
cifar-10/dog/23538_dog.png,dog,train
cifar-10/ship/34667_ship.png,ship,train
cifar-10/bird/11901_bird.png,bird,train
cifar-10/ship/34840_ship.png,ship,train
cifar-10/truck/40306_truck.png,truck,train
cifar-10/frog/28438_frog.png,frog,train
cifar-10/bird/09022_bird.png,bird,train
cifar-10/horse/30749_horse.png,horse,train
cifar-10/bird/10524_bird.png,bird,train
cifar-10/horse/29830_horse.png,horse,train
cifar-10/deer/18310_deer.png,deer,train
cifar-10/truck/39907_truck.png,truck,train
cifar-10/truck/40421_truck.png,truck,train
cifar-10/automobile/07254_automobile.png,automobile,train
cifar-10/automobile/04311_automobile.png,automobile,train
cifar-10/frog/25055_frog.png,frog,train
cifar-10/airplane/03080_airplane.png,airplane,train
cifar-10/automobile/06442_automobile.png,automobile,train
cifar-10/horse/31435_horse.png,horse,train
cifar-10/ship/34492_ship.png,ship,train
cifar-10/cat/15723_cat.png,cat,train
cifar-10/bird/10410_bird.png,bird,train
cifar-10/truck/38195_truck.png,truck,train
cifar-10/horse/29462_horse.png,horse,train
cifar-10/automobile/07327_automobile.png,automobile,train
cifar-10/dog/22527_dog.png,dog,train
cifar-10/horse/32017_horse.png,horse,train
cifar-10/horse/32043_horse.png,horse,train
cifar-10/airplane/00155_airplane.png,airplane,train
cifar-10/ship/33214_ship.png,ship,train
cifar-10/deer/19926_deer.png,deer,train
cifar-10/dog/23830_dog.png,dog,train
cifar-10/frog/26305_frog.png,frog,train
cifar-10/cat/14369_cat.png,cat,train
cifar-10/airplane/03962_airplane.png,airplane,train
cifar-10/truck/38470_truck.png,truck,train
cifar-10/automobile/07385_automobile.png,automobile,train
cifar-10/bird/11244_bird.png,bird,train
cifar-10/cat/15481_cat.png,cat,train
cifar-10/ship/33837_ship.png,ship,train
cifar-10/cat/14605_cat.png,cat,train
cifar-10/bird/10886_bird.png,bird,train
cifar-10/dog/24181_dog.png,dog,train
cifar-10/ship/36686_ship.png,ship,train
cifar-10/cat/15699_cat.png,cat,train
cifar-10/ship/35748_ship.png,ship,train
cifar-10/horse/32759_horse.png,horse,train
cifar-10/deer/18106_deer.png,deer,train
cifar-10/dog/23793_dog.png,dog,train
cifar-10/horse/28880_horse.png,horse,train
cifar-10/ship/36236_ship.png,ship,train
cifar-10/cat/13890_cat.png,cat,train
cifar-10/automobile/06541_automobile.png,automobile,train
cifar-10/cat/12507_cat.png,cat,train
cifar-10/ship/34854_ship.png,ship,train
cifar-10/frog/26137_frog.png,frog,train
cifar-10/cat/15972_cat.png,cat,train
cifar-10/bird/11323_bird.png,bird,train
cifar-10/truck/39817_truck.png,truck,train
cifar-10/deer/17671_deer.png,deer,train
cifar-10/ship/34878_ship.png,ship,train
cifar-10/bird/10017_bird.png,bird,train
cifar-10/airplane/01841_airplane.png,airplane,train
cifar-10/automobile/07972_automobile.png,automobile,train
cifar-10/truck/38297_truck.png,truck,train
cifar-10/airplane/00840_airplane.png,airplane,train
cifar-10/frog/25083_frog.png,frog,train
cifar-10/dog/22991_dog.png,dog,train
cifar-10/automobile/05065_automobile.png,automobile,train
cifar-10/deer/16597_deer.png,deer,train
cifar-10/dog/22930_dog.png,dog,train
cifar-10/cat/13195_cat.png,cat,train
cifar-10/frog/27575_frog.png,frog,train
cifar-10/truck/37219_truck.png,truck,train
cifar-10/deer/18938_deer.png,deer,train
cifar-10/frog/27117_frog.png,frog,train
cifar-10/bird/09208_bird.png,bird,train
cifar-10/automobile/05845_automobile.png,automobile,train
cifar-10/truck/38084_truck.png,truck,train
cifar-10/automobile/05723_automobile.png,automobile,train
cifar-10/cat/14084_cat.png,cat,train
cifar-10/dog/22521_dog.png,dog,train
cifar-10/horse/28927_horse.png,horse,train
cifar-10/frog/26261_frog.png,frog,train
cifar-10/horse/30214_horse.png,horse,train
cifar-10/dog/22483_dog.png,dog,train
cifar-10/horse/29987_horse.png,horse,train
